id,SAL_CODE_2021,SAL_NAME_2021,STATE_CODE_2021,STATE_NAME_2021,AUS_CODE_2021,AUS_NAME_2021,AREA_ALBERS_SQKM,ASGS_LOCI_URI_2021
"4253","14253",Werrington County,"1",New South Wales,AUS,Australia,2.0898,http://linked.data.gov.au/dataset/asgsed3/SAL/14253
"4254","14254",Werrington Downs,"1",New South Wales,AUS,Australia,1.1092,http://linked.data.gov.au/dataset/asgsed3/SAL/14254
"4255","14255",Werris Creek,"1",New South Wales,AUS,Australia,227.9108,http://linked.data.gov.au/dataset/asgsed3/SAL/14255
"4256","14256",West Albury,"1",New South Wales,AUS,Australia,5.411,http://linked.data.gov.au/dataset/asgsed3/SAL/14256
"4257","14257",West Ballina,"1",New South Wales,AUS,Australia,9.2838,http://linked.data.gov.au/dataset/asgsed3/SAL/14257
"4258","14258",West Bathurst,"1",New South Wales,AUS,Australia,2.894,http://linked.data.gov.au/dataset/asgsed3/SAL/14258
"4259","14259",West Bungawalbin,"1",New South Wales,AUS,Australia,66.7359,http://linked.data.gov.au/dataset/asgsed3/SAL/14259
"4260","14260",West Coraki,"1",New South Wales,AUS,Australia,49.3668,http://linked.data.gov.au/dataset/asgsed3/SAL/14260
"4261","14261",West Gosford,"1",New South Wales,AUS,Australia,4.7823,http://linked.data.gov.au/dataset/asgsed3/SAL/14261
"4262","14262",West Haven,"1",New South Wales,AUS,Australia,1.6275,http://linked.data.gov.au/dataset/asgsed3/SAL/14262
"4263","14263",West Hoxton,"1",New South Wales,AUS,Australia,6.7081,http://linked.data.gov.au/dataset/asgsed3/SAL/14263
"4264","14264",West Kempsey,"1",New South Wales,AUS,Australia,9.4246,http://linked.data.gov.au/dataset/asgsed3/SAL/14264
"4265","14265",West Nowra,"1",New South Wales,AUS,Australia,3.5673,http://linked.data.gov.au/dataset/asgsed3/SAL/14265
"4266","14266",West Pennant Hills,"1",New South Wales,AUS,Australia,9.2916,http://linked.data.gov.au/dataset/asgsed3/SAL/14266
"4267","14267",West Pymble,"1",New South Wales,AUS,Australia,3.6836,http://linked.data.gov.au/dataset/asgsed3/SAL/14267
"4268","14268",West Ryde,"1",New South Wales,AUS,Australia,3.566,http://linked.data.gov.au/dataset/asgsed3/SAL/14268
"4269","14269",West Tamworth,"1",New South Wales,AUS,Australia,6.2482,http://linked.data.gov.au/dataset/asgsed3/SAL/14269
"4270","14270",West Wallsend,"1",New South Wales,AUS,Australia,17.4925,http://linked.data.gov.au/dataset/asgsed3/SAL/14270
"4271","14271",West Wiangaree,"1",New South Wales,AUS,Australia,24.0273,http://linked.data.gov.au/dataset/asgsed3/SAL/14271
"4272","14272",West Wollongong,"1",New South Wales,AUS,Australia,2.0659,http://linked.data.gov.au/dataset/asgsed3/SAL/14272
"4273","14273",West Wyalong,"1",New South Wales,AUS,Australia,801.3597,http://linked.data.gov.au/dataset/asgsed3/SAL/14273
"4274","14274",Westbrook (NSW),"1",New South Wales,AUS,Australia,93.7276,http://linked.data.gov.au/dataset/asgsed3/SAL/14274
"4275","14275",Westdale (Snowy Valleys - NSW),"1",New South Wales,AUS,Australia,27.5149,http://linked.data.gov.au/dataset/asgsed3/SAL/14275
"4276","14276",Westdale (Tamworth Regional - NSW),"1",New South Wales,AUS,Australia,51.9639,http://linked.data.gov.au/dataset/asgsed3/SAL/14276
"4277","14277",Westleigh,"1",New South Wales,AUS,Australia,3.821,http://linked.data.gov.au/dataset/asgsed3/SAL/14277
"4278","14278",Westmead,"1",New South Wales,AUS,Australia,2.9256,http://linked.data.gov.au/dataset/asgsed3/SAL/14278
"4279","14279",Weston (NSW),"1",New South Wales,AUS,Australia,5.4475,http://linked.data.gov.au/dataset/asgsed3/SAL/14279
"4280","14280",Westwood (NSW),"1",New South Wales,AUS,Australia,48.2832,http://linked.data.gov.au/dataset/asgsed3/SAL/14280
"4281","14281",Wetherill Park,"1",New South Wales,AUS,Australia,11.2144,http://linked.data.gov.au/dataset/asgsed3/SAL/14281
"4282","14282",Wetuppa,"1",New South Wales,AUS,Australia,56.2461,http://linked.data.gov.au/dataset/asgsed3/SAL/14282
"4283","14283",Whalan,"1",New South Wales,AUS,Australia,2.4294,http://linked.data.gov.au/dataset/asgsed3/SAL/14283
"4284","14284",Whale Beach,"1",New South Wales,AUS,Australia,0.4973,http://linked.data.gov.au/dataset/asgsed3/SAL/14284
"4285","14285",Wheeler Heights,"1",New South Wales,AUS,Australia,0.852,http://linked.data.gov.au/dataset/asgsed3/SAL/14285
"4286","14286",Wheeny Creek,"1",New South Wales,AUS,Australia,55.4277,http://linked.data.gov.au/dataset/asgsed3/SAL/14286
"4287","14287",Wheeo,"1",New South Wales,AUS,Australia,83.6388,http://linked.data.gov.au/dataset/asgsed3/SAL/14287
"4288","14288",Wherrol Flat,"1",New South Wales,AUS,Australia,142.104,http://linked.data.gov.au/dataset/asgsed3/SAL/14288
"4289","14289",Whian Whian,"1",New South Wales,AUS,Australia,62.5476,http://linked.data.gov.au/dataset/asgsed3/SAL/14289
"4290","14290",Whiporie,"1",New South Wales,AUS,Australia,111.7983,http://linked.data.gov.au/dataset/asgsed3/SAL/14290
"4291","14291",White Cliffs,"1",New South Wales,AUS,Australia,11676.9818,http://linked.data.gov.au/dataset/asgsed3/SAL/14291
"4292","14292",White Rock (NSW),"1",New South Wales,AUS,Australia,19.0691,http://linked.data.gov.au/dataset/asgsed3/SAL/14292
"4293","14293",Whitebridge,"1",New South Wales,AUS,Australia,5.2809,http://linked.data.gov.au/dataset/asgsed3/SAL/14293
"4294","14294",Whiteman Creek,"1",New South Wales,AUS,Australia,30.6128,http://linked.data.gov.au/dataset/asgsed3/SAL/14294
"4295","14295",Whitlow,"1",New South Wales,AUS,Australia,258.4553,http://linked.data.gov.au/dataset/asgsed3/SAL/14295
"4296","14296",Whittingham,"1",New South Wales,AUS,Australia,40.2062,http://linked.data.gov.au/dataset/asgsed3/SAL/14296
"4297","14297",Whitton,"1",New South Wales,AUS,Australia,228.0731,http://linked.data.gov.au/dataset/asgsed3/SAL/14297
"4298","14298",Whoota,"1",New South Wales,AUS,Australia,6.77,http://linked.data.gov.au/dataset/asgsed3/SAL/14298
"4299","14299",Wiagdon,"1",New South Wales,AUS,Australia,64.3161,http://linked.data.gov.au/dataset/asgsed3/SAL/14299
"4300","14300",Wiangaree,"1",New South Wales,AUS,Australia,13.2077,http://linked.data.gov.au/dataset/asgsed3/SAL/14300
"4301","14301",Wiarborough,"1",New South Wales,AUS,Australia,212.6564,http://linked.data.gov.au/dataset/asgsed3/SAL/14301
"4302","14302",Wickham (NSW),"1",New South Wales,AUS,Australia,0.7321,http://linked.data.gov.au/dataset/asgsed3/SAL/14302
"4303","14303",Widden,"1",New South Wales,AUS,Australia,590.722,http://linked.data.gov.au/dataset/asgsed3/SAL/14303
"4304","14304",Widgelli,"1",New South Wales,AUS,Australia,84.1724,http://linked.data.gov.au/dataset/asgsed3/SAL/14304
"4305","14305",Wilberforce (NSW),"1",New South Wales,AUS,Australia,32.1025,http://linked.data.gov.au/dataset/asgsed3/SAL/14305
"4306","14306",Wilbetree,"1",New South Wales,AUS,Australia,42.3685,http://linked.data.gov.au/dataset/asgsed3/SAL/14306
"4307","14307",Wilcannia,"1",New South Wales,AUS,Australia,19840.8186,http://linked.data.gov.au/dataset/asgsed3/SAL/14307
"4308","14308",Wild Cattle Creek,"1",New South Wales,AUS,Australia,95.2408,http://linked.data.gov.au/dataset/asgsed3/SAL/14308
"4309","14309",Wildes Meadow,"1",New South Wales,AUS,Australia,35.8769,http://linked.data.gov.au/dataset/asgsed3/SAL/14309
"4310","14310",Wiley Park,"1",New South Wales,AUS,Australia,1.3622,http://linked.data.gov.au/dataset/asgsed3/SAL/14310
"4311","14311",Willala,"1",New South Wales,AUS,Australia,255.1369,http://linked.data.gov.au/dataset/asgsed3/SAL/14311
"4312","14312",Willawarrin,"1",New South Wales,AUS,Australia,25.37,http://linked.data.gov.au/dataset/asgsed3/SAL/14312
"4313","14313",Willbriggie,"1",New South Wales,AUS,Australia,300.5749,http://linked.data.gov.au/dataset/asgsed3/SAL/14313
"4314","14314",Willi Willi,"1",New South Wales,AUS,Australia,151.186,http://linked.data.gov.au/dataset/asgsed3/SAL/14314
"4315","14315",Williamsdale,"1",New South Wales,AUS,Australia,52.3864,http://linked.data.gov.au/dataset/asgsed3/SAL/14315
"4316","14316",Williamtown,"1",New South Wales,AUS,Australia,43.9536,http://linked.data.gov.au/dataset/asgsed3/SAL/14316
"4317","14317",Willigobung,"1",New South Wales,AUS,Australia,31.3663,http://linked.data.gov.au/dataset/asgsed3/SAL/14317
"4318","14318",Willina,"1",New South Wales,AUS,Australia,14.5308,http://linked.data.gov.au/dataset/asgsed3/SAL/14318
"4319","14319",Willmot,"1",New South Wales,AUS,Australia,0.9148,http://linked.data.gov.au/dataset/asgsed3/SAL/14319
"4320","14320",Willoughby (NSW),"1",New South Wales,AUS,Australia,1.6277,http://linked.data.gov.au/dataset/asgsed3/SAL/14320
"4321","14321",Willoughby East,"1",New South Wales,AUS,Australia,0.5612,http://linked.data.gov.au/dataset/asgsed3/SAL/14321
"4322","14322",Willow Tree,"1",New South Wales,AUS,Australia,133.1491,http://linked.data.gov.au/dataset/asgsed3/SAL/14322
"4323","14323",Willow Vale (Kiama - NSW),"1",New South Wales,AUS,Australia,6.7508,http://linked.data.gov.au/dataset/asgsed3/SAL/14323
"4324","14324",Willow Vale (Wingecarribee - NSW),"1",New South Wales,AUS,Australia,1.2867,http://linked.data.gov.au/dataset/asgsed3/SAL/14324
"4325","14325",Willsons Downfall,"1",New South Wales,AUS,Australia,159.2892,http://linked.data.gov.au/dataset/asgsed3/SAL/14325
"4326","14326",Willurah,"1",New South Wales,AUS,Australia,349.287,http://linked.data.gov.au/dataset/asgsed3/SAL/14326
"4327","14327",Wilpinjong,"1",New South Wales,AUS,Australia,51.7003,http://linked.data.gov.au/dataset/asgsed3/SAL/14327
"4328","14328",Wilsons Creek,"1",New South Wales,AUS,Australia,18.2416,http://linked.data.gov.au/dataset/asgsed3/SAL/14328
"4329","14329",Wilton (NSW),"1",New South Wales,AUS,Australia,109.1432,http://linked.data.gov.au/dataset/asgsed3/SAL/14329
"4330","14330",Wimbledon,"1",New South Wales,AUS,Australia,23.8097,http://linked.data.gov.au/dataset/asgsed3/SAL/14330
"4331","14331",Wimborne,"1",New South Wales,AUS,Australia,44.6747,http://linked.data.gov.au/dataset/asgsed3/SAL/14331
"4332","14332",Winburndale,"1",New South Wales,AUS,Australia,110.6743,http://linked.data.gov.au/dataset/asgsed3/SAL/14332
"4333","14333",Windale,"1",New South Wales,AUS,Australia,2.0587,http://linked.data.gov.au/dataset/asgsed3/SAL/14333
"4334","14334",Windang,"1",New South Wales,AUS,Australia,2.3712,http://linked.data.gov.au/dataset/asgsed3/SAL/14334
"4335","14335",Windella,"1",New South Wales,AUS,Australia,3.9217,http://linked.data.gov.au/dataset/asgsed3/SAL/14335
"4336","14336",Windellama,"1",New South Wales,AUS,Australia,313.6914,http://linked.data.gov.au/dataset/asgsed3/SAL/14336
"4337","14337",Windera (NSW),"1",New South Wales,AUS,Australia,3.1376,http://linked.data.gov.au/dataset/asgsed3/SAL/14337
"4338","14338",Windermere (NSW),"1",New South Wales,AUS,Australia,9.0991,http://linked.data.gov.au/dataset/asgsed3/SAL/14338
"4339","14339",Windermere Park,"1",New South Wales,AUS,Australia,0.4389,http://linked.data.gov.au/dataset/asgsed3/SAL/14339
"4340","14340",Windeyer (NSW),"1",New South Wales,AUS,Australia,168.6713,http://linked.data.gov.au/dataset/asgsed3/SAL/14340
"4341","14341",Windowie,"1",New South Wales,AUS,Australia,20.3658,http://linked.data.gov.au/dataset/asgsed3/SAL/14341
"4342","14342",Windradyne,"1",New South Wales,AUS,Australia,2.5322,http://linked.data.gov.au/dataset/asgsed3/SAL/14342
"4343","14343",Windsor (NSW),"1",New South Wales,AUS,Australia,4.134,http://linked.data.gov.au/dataset/asgsed3/SAL/14343
"4344","14344",Windsor Downs,"1",New South Wales,AUS,Australia,7.5757,http://linked.data.gov.au/dataset/asgsed3/SAL/14344
"4345","14345",Windy,"1",New South Wales,AUS,Australia,137.1362,http://linked.data.gov.au/dataset/asgsed3/SAL/14345
"4346","14346",Winegrove,"1",New South Wales,AUS,Australia,10.9515,http://linked.data.gov.au/dataset/asgsed3/SAL/14346
"4347","14347",Wingadee,"1",New South Wales,AUS,Australia,837.5712,http://linked.data.gov.au/dataset/asgsed3/SAL/14347
"4348","14348",Wingello,"1",New South Wales,AUS,Australia,88.7046,http://linked.data.gov.au/dataset/asgsed3/SAL/14348
"4349","14349",Wingen,"1",New South Wales,AUS,Australia,149.4155,http://linked.data.gov.au/dataset/asgsed3/SAL/14349
"4350","14350",Wingham,"1",New South Wales,AUS,Australia,61.5309,http://linked.data.gov.au/dataset/asgsed3/SAL/14350
"4351","14351",Winifred,"1",New South Wales,AUS,Australia,44.9629,http://linked.data.gov.au/dataset/asgsed3/SAL/14351
"4352","14352",Winmalee,"1",New South Wales,AUS,Australia,9.0576,http://linked.data.gov.au/dataset/asgsed3/SAL/14352
"4353","14353",Winston Hills,"1",New South Wales,AUS,Australia,4.7387,http://linked.data.gov.au/dataset/asgsed3/SAL/14353
"4354","14354",Winton (NSW),"1",New South Wales,AUS,Australia,200.3344,http://linked.data.gov.au/dataset/asgsed3/SAL/14354
"4355","14355",Wirlinga,"1",New South Wales,AUS,Australia,41.0032,http://linked.data.gov.au/dataset/asgsed3/SAL/14355
"4356","14356",Wirraba,"1",New South Wales,AUS,Australia,258.9803,http://linked.data.gov.au/dataset/asgsed3/SAL/14356
"4357","14357",Wirragulla,"1",New South Wales,AUS,Australia,20.2345,http://linked.data.gov.au/dataset/asgsed3/SAL/14357
"4358","14358",Wirrimah,"1",New South Wales,AUS,Australia,33.9942,http://linked.data.gov.au/dataset/asgsed3/SAL/14358
"4359","14359",Wirrimbi,"1",New South Wales,AUS,Australia,6.9701,http://linked.data.gov.au/dataset/asgsed3/SAL/14359
"4360","14360",Wirrinya,"1",New South Wales,AUS,Australia,516.2261,http://linked.data.gov.au/dataset/asgsed3/SAL/14360
"4361","14361",Wisemans Creek,"1",New South Wales,AUS,Australia,62.6499,http://linked.data.gov.au/dataset/asgsed3/SAL/14361
"4362","14362",Wisemans Ferry,"1",New South Wales,AUS,Australia,13.4673,http://linked.data.gov.au/dataset/asgsed3/SAL/14362
"4363","14363",Wittitrin,"1",New South Wales,AUS,Australia,186.1471,http://linked.data.gov.au/dataset/asgsed3/SAL/14363
"4364","14364",Wog Wog (Bega Valley - NSW),"1",New South Wales,AUS,Australia,60.4085,http://linked.data.gov.au/dataset/asgsed3/SAL/14364
"4365","14365",Wog Wog (Queanbeyan-Palerang Regional - NSW),"1",New South Wales,AUS,Australia,72.2617,http://linked.data.gov.au/dataset/asgsed3/SAL/14365
"4366","14366",Woko,"1",New South Wales,AUS,Australia,35.6088,http://linked.data.gov.au/dataset/asgsed3/SAL/14366
"4367","14367",Wolgan Valley,"1",New South Wales,AUS,Australia,93.3219,http://linked.data.gov.au/dataset/asgsed3/SAL/14367
"4368","14368",Wollangambe,"1",New South Wales,AUS,Australia,483.496,http://linked.data.gov.au/dataset/asgsed3/SAL/14368
"4369","14369",Wollar,"1",New South Wales,AUS,Australia,177.3644,http://linked.data.gov.au/dataset/asgsed3/SAL/14369
"4370","14370",Wollemi,"1",New South Wales,AUS,Australia,709.3144,http://linked.data.gov.au/dataset/asgsed3/SAL/14370
"4371","14371",Wolli Creek,"1",New South Wales,AUS,Australia,0.6614,http://linked.data.gov.au/dataset/asgsed3/SAL/14371
"4372","14372",Wollogorang,"1",New South Wales,AUS,Australia,86.6883,http://linked.data.gov.au/dataset/asgsed3/SAL/14372
"4373","14373",Wollombi,"1",New South Wales,AUS,Australia,63.6388,http://linked.data.gov.au/dataset/asgsed3/SAL/14373
"4374","14374",Wollomombi,"1",New South Wales,AUS,Australia,382.2675,http://linked.data.gov.au/dataset/asgsed3/SAL/14374
"4375","14375",Wollongbar,"1",New South Wales,AUS,Australia,17.6286,http://linked.data.gov.au/dataset/asgsed3/SAL/14375
"4376","14376",Wollongong,"1",New South Wales,AUS,Australia,5.7645,http://linked.data.gov.au/dataset/asgsed3/SAL/14376
"4377","14377",Wollstonecraft,"1",New South Wales,AUS,Australia,1.2028,http://linked.data.gov.au/dataset/asgsed3/SAL/14377
"4378","14378",Wollumboola,"1",New South Wales,AUS,Australia,34.9329,http://linked.data.gov.au/dataset/asgsed3/SAL/14378
"4379","14379",Wollun,"1",New South Wales,AUS,Australia,63.9849,http://linked.data.gov.au/dataset/asgsed3/SAL/14379
"4380","14380",Wolumla,"1",New South Wales,AUS,Australia,30.6608,http://linked.data.gov.au/dataset/asgsed3/SAL/14380
"4381","14381",Wombarra,"1",New South Wales,AUS,Australia,1.626,http://linked.data.gov.au/dataset/asgsed3/SAL/14381
"4382","14382",Wombat,"1",New South Wales,AUS,Australia,77.5115,http://linked.data.gov.au/dataset/asgsed3/SAL/14382
"4383","14383",Wombat Creek (NSW),"1",New South Wales,AUS,Australia,16.9643,http://linked.data.gov.au/dataset/asgsed3/SAL/14383
"4384","14384",Wombeyan Caves,"1",New South Wales,AUS,Australia,224.2047,http://linked.data.gov.au/dataset/asgsed3/SAL/14384
"4385","14385",Womboota,"1",New South Wales,AUS,Australia,261.8691,http://linked.data.gov.au/dataset/asgsed3/SAL/14385
"4386","14386",Womerah,"1",New South Wales,AUS,Australia,128.0637,http://linked.data.gov.au/dataset/asgsed3/SAL/14386
"4387","14387",Wonboyn,"1",New South Wales,AUS,Australia,22.1745,http://linked.data.gov.au/dataset/asgsed3/SAL/14387
"4388","14388",Wonboyn North,"1",New South Wales,AUS,Australia,71.5949,http://linked.data.gov.au/dataset/asgsed3/SAL/14388
"4389","14389",Wondabyne,"1",New South Wales,AUS,Australia,24.7867,http://linked.data.gov.au/dataset/asgsed3/SAL/14389
"4390","14390",Wondalga,"1",New South Wales,AUS,Australia,69.0121,http://linked.data.gov.au/dataset/asgsed3/SAL/14390
"4391","14391",Wongarbon,"1",New South Wales,AUS,Australia,171.3208,http://linked.data.gov.au/dataset/asgsed3/SAL/14391
"4392","14392",Wongawilli,"1",New South Wales,AUS,Australia,4.3965,http://linked.data.gov.au/dataset/asgsed3/SAL/14392
"4393","14393",Wongo Creek,"1",New South Wales,AUS,Australia,150.978,http://linked.data.gov.au/dataset/asgsed3/SAL/14393
"4394","14394",Wongwibinda,"1",New South Wales,AUS,Australia,395.5894,http://linked.data.gov.au/dataset/asgsed3/SAL/14394
"4395","14395",Woodberry,"1",New South Wales,AUS,Australia,8.3887,http://linked.data.gov.au/dataset/asgsed3/SAL/14395
"4396","14396",Woodbine (NSW),"1",New South Wales,AUS,Australia,1.6143,http://linked.data.gov.au/dataset/asgsed3/SAL/14396
"4397","14397",Woodburn (Richmond Valley - NSW),"1",New South Wales,AUS,Australia,44.7968,http://linked.data.gov.au/dataset/asgsed3/SAL/14397
"4398","14398",Woodburn (Shoalhaven - NSW),"1",New South Wales,AUS,Australia,34.9534,http://linked.data.gov.au/dataset/asgsed3/SAL/14398
"4399","14399",Woodcroft (NSW),"1",New South Wales,AUS,Australia,1.693,http://linked.data.gov.au/dataset/asgsed3/SAL/14399
"4400","14400",Woodenbong,"1",New South Wales,AUS,Australia,86.2983,http://linked.data.gov.au/dataset/asgsed3/SAL/14400
"4401","14401",Woodford (NSW),"1",New South Wales,AUS,Australia,7.227,http://linked.data.gov.au/dataset/asgsed3/SAL/14401
"4402","14402",Woodford Island,"1",New South Wales,AUS,Australia,45.9297,http://linked.data.gov.au/dataset/asgsed3/SAL/14402
"4403","14403",Woodhill (NSW),"1",New South Wales,AUS,Australia,9.9251,http://linked.data.gov.au/dataset/asgsed3/SAL/14403
"4404","14404",Woodhouselee,"1",New South Wales,AUS,Australia,36.8244,http://linked.data.gov.au/dataset/asgsed3/SAL/14404
"4405","14405",Woodlands (Eurobodalla - NSW),"1",New South Wales,AUS,Australia,7.3332,http://linked.data.gov.au/dataset/asgsed3/SAL/14405
"4406","14406",Woodlands (Wingecarribee - NSW),"1",New South Wales,AUS,Australia,60.1258,http://linked.data.gov.au/dataset/asgsed3/SAL/14406
"4407","14407",Woodlawn,"1",New South Wales,AUS,Australia,4.9975,http://linked.data.gov.au/dataset/asgsed3/SAL/14407
"4408","14408",Woodpark,"1",New South Wales,AUS,Australia,0.3866,http://linked.data.gov.au/dataset/asgsed3/SAL/14408
"4409","14409",Woodrising,"1",New South Wales,AUS,Australia,0.6031,http://linked.data.gov.au/dataset/asgsed3/SAL/14409
"4410","14410",Woodside (NSW),"1",New South Wales,AUS,Australia,126.3301,http://linked.data.gov.au/dataset/asgsed3/SAL/14410
"4411","14411",Woodsreef,"1",New South Wales,AUS,Australia,368.3381,http://linked.data.gov.au/dataset/asgsed3/SAL/14411
"4412","14412",Woodstock (Cowra - NSW),"1",New South Wales,AUS,Australia,419.3482,http://linked.data.gov.au/dataset/asgsed3/SAL/14412
"4413","14413",Woodstock (Inverell - NSW),"1",New South Wales,AUS,Australia,83.0428,http://linked.data.gov.au/dataset/asgsed3/SAL/14413
"4414","14414",Woodstock (Shoalhaven - NSW),"1",New South Wales,AUS,Australia,19.5936,http://linked.data.gov.au/dataset/asgsed3/SAL/14414
"4415","14415",Woodview,"1",New South Wales,AUS,Australia,41.2681,http://linked.data.gov.au/dataset/asgsed3/SAL/14415
"4416","14416",Woodville (NSW),"1",New South Wales,AUS,Australia,21.4397,http://linked.data.gov.au/dataset/asgsed3/SAL/14416
"4417","14417",Woody Head,"1",New South Wales,AUS,Australia,1.5668,http://linked.data.gov.au/dataset/asgsed3/SAL/14417
"4418","14418",Woolbrook,"1",New South Wales,AUS,Australia,373.0576,http://linked.data.gov.au/dataset/asgsed3/SAL/14418
"4419","14419",Woolgarlo,"1",New South Wales,AUS,Australia,89.5235,http://linked.data.gov.au/dataset/asgsed3/SAL/14419
"4420","14420",Woolgoolga,"1",New South Wales,AUS,Australia,54.773,http://linked.data.gov.au/dataset/asgsed3/SAL/14420
"4421","14421",Wooli,"1",New South Wales,AUS,Australia,31.4291,http://linked.data.gov.au/dataset/asgsed3/SAL/14421
"4422","14422",Woollahra,"1",New South Wales,AUS,Australia,1.2307,http://linked.data.gov.au/dataset/asgsed3/SAL/14422
"4423","14423",Woollamia,"1",New South Wales,AUS,Australia,12.7897,http://linked.data.gov.au/dataset/asgsed3/SAL/14423
"4424","14424",Woolloomooloo,"1",New South Wales,AUS,Australia,0.3722,http://linked.data.gov.au/dataset/asgsed3/SAL/14424
"4425","14425",Woolners Arm,"1",New South Wales,AUS,Australia,17.2622,http://linked.data.gov.au/dataset/asgsed3/SAL/14425
"4426","14426",Woolomin,"1",New South Wales,AUS,Australia,71.9551,http://linked.data.gov.au/dataset/asgsed3/SAL/14426
"4427","14427",Woolooma,"1",New South Wales,AUS,Australia,65.3464,http://linked.data.gov.au/dataset/asgsed3/SAL/14427
"4428","14428",Woolooware,"1",New South Wales,AUS,Australia,1.8599,http://linked.data.gov.au/dataset/asgsed3/SAL/14428
"4429","14429",Wooloweyah,"1",New South Wales,AUS,Australia,28.3996,http://linked.data.gov.au/dataset/asgsed3/SAL/14429
"4430","14430",Woolwich,"1",New South Wales,AUS,Australia,0.6987,http://linked.data.gov.au/dataset/asgsed3/SAL/14430
"4431","14431",Woomargama,"1",New South Wales,AUS,Australia,140.6845,http://linked.data.gov.au/dataset/asgsed3/SAL/14431
"4432","14432",Woombah,"1",New South Wales,AUS,Australia,70.5521,http://linked.data.gov.au/dataset/asgsed3/SAL/14432
"4433","14433",Woongarrah,"1",New South Wales,AUS,Australia,5.3232,http://linked.data.gov.au/dataset/asgsed3/SAL/14433
"4434","14434",Woonona,"1",New South Wales,AUS,Australia,6.7994,http://linked.data.gov.au/dataset/asgsed3/SAL/14434
"4435","14435",Wootton,"1",New South Wales,AUS,Australia,107.8095,http://linked.data.gov.au/dataset/asgsed3/SAL/14435
"4436","14436",Wooyung,"1",New South Wales,AUS,Australia,26.3664,http://linked.data.gov.au/dataset/asgsed3/SAL/14436
"4437","14437",Worlds End (NSW),"1",New South Wales,AUS,Australia,30.0342,http://linked.data.gov.au/dataset/asgsed3/SAL/14437
"4438","14438",Woronora,"1",New South Wales,AUS,Australia,1.8813,http://linked.data.gov.au/dataset/asgsed3/SAL/14438
"4439","14439",Woronora Dam,"1",New South Wales,AUS,Australia,67.9227,http://linked.data.gov.au/dataset/asgsed3/SAL/14439
"4440","14440",Woronora Heights,"1",New South Wales,AUS,Australia,2.5994,http://linked.data.gov.au/dataset/asgsed3/SAL/14440
"4441","14441",Worrigee,"1",New South Wales,AUS,Australia,16.9318,http://linked.data.gov.au/dataset/asgsed3/SAL/14441
"4442","14442",Worrowing Heights,"1",New South Wales,AUS,Australia,13.4926,http://linked.data.gov.au/dataset/asgsed3/SAL/14442
"4443","14443",Woy Woy,"1",New South Wales,AUS,Australia,15.9835,http://linked.data.gov.au/dataset/asgsed3/SAL/14443
"4444","14444",Woy Woy Bay,"1",New South Wales,AUS,Australia,7.7133,http://linked.data.gov.au/dataset/asgsed3/SAL/14444
"4445","14445",Wrathall,"1",New South Wales,AUS,Australia,96.5506,http://linked.data.gov.au/dataset/asgsed3/SAL/14445
"4446","14446",Wrights Beach,"1",New South Wales,AUS,Australia,0.5877,http://linked.data.gov.au/dataset/asgsed3/SAL/14446
"4447","14447",Wrights Creek (NSW),"1",New South Wales,AUS,Australia,80.3622,http://linked.data.gov.au/dataset/asgsed3/SAL/14447
"4448","14448",Wuuluman,"1",New South Wales,AUS,Australia,196.5091,http://linked.data.gov.au/dataset/asgsed3/SAL/14448
"4449","14449",Wyalong,"1",New South Wales,AUS,Australia,354.6546,http://linked.data.gov.au/dataset/asgsed3/SAL/14449
"4450","14450",Wyan,"1",New South Wales,AUS,Australia,80.1839,http://linked.data.gov.au/dataset/asgsed3/SAL/14450
"4451","14451",Wyanbene,"1",New South Wales,AUS,Australia,60.6717,http://linked.data.gov.au/dataset/asgsed3/SAL/14451
"4452","14452",Wyangala,"1",New South Wales,AUS,Australia,242.5414,http://linked.data.gov.au/dataset/asgsed3/SAL/14452
"4453","14453",Wyangle,"1",New South Wales,AUS,Australia,84.9149,http://linked.data.gov.au/dataset/asgsed3/SAL/14453
"4454","14454",Wybong,"1",New South Wales,AUS,Australia,107.8222,http://linked.data.gov.au/dataset/asgsed3/SAL/14454
"4455","14455",Wybung,"1",New South Wales,AUS,Australia,4.9772,http://linked.data.gov.au/dataset/asgsed3/SAL/14455
"4456","14456",Wyee,"1",New South Wales,AUS,Australia,50.0583,http://linked.data.gov.au/dataset/asgsed3/SAL/14456
"4457","14457",Wyee Point,"1",New South Wales,AUS,Australia,3.6664,http://linked.data.gov.au/dataset/asgsed3/SAL/14457
"4458","14458",Wylie Creek,"1",New South Wales,AUS,Australia,75.3261,http://linked.data.gov.au/dataset/asgsed3/SAL/14458
"4459","14459",Wylies Flat,"1",New South Wales,AUS,Australia,8.9489,http://linked.data.gov.au/dataset/asgsed3/SAL/14459
"4460","14460",Wymah,"1",New South Wales,AUS,Australia,103.4974,http://linked.data.gov.au/dataset/asgsed3/SAL/14460
"4461","14461",Wyndham (NSW),"1",New South Wales,AUS,Australia,129.3512,http://linked.data.gov.au/dataset/asgsed3/SAL/14461
"4462","14462",Wyneden,"1",New South Wales,AUS,Australia,24.4399,http://linked.data.gov.au/dataset/asgsed3/SAL/14462
"4463","14463",Wyoming,"1",New South Wales,AUS,Australia,7.1377,http://linked.data.gov.au/dataset/asgsed3/SAL/14463
"4464","14464",Wyong,"1",New South Wales,AUS,Australia,11.4342,http://linked.data.gov.au/dataset/asgsed3/SAL/14464
